Title	RTIA	RTPP	MZ_IA	MZ_PP	IA_113	IA_114	IA_115	IA_116	IA_117	IA_118	IA_119	IA_121	PP_113	PP_114	PP_115	PP_116	PP_117	PP_118	PP_119	PP_121	decoy	PP_114:113	PP_115:113	PP_116:113	PP_117:113	PP_118:113	PP_119:113	PP_121:113	IA_114:113	IA_115:113	IA_116:113	IA_117:113	IA_118:113	IA_119:113	IA_121:113
e_5944028924268473888	2.58	2.58	482.8071289	482.8083	51.5002	0	0	282.886	87.7527	89.6066	44.8207	2.24E-08	51.85	0	0	1.84	96.87	89.62	44.82	6.6	0	0	0	0	0	0	0	0	0.01	0.01	5.492910707	1.703929305	1.739927224	0.870301475	4.35E-10
e_9338123977917905750	4.51	4.51	679.0134277	679.0145	111.486	88.2752	90.632	40.359	161.185	114.619	71.9885	65.147	111.51	88.27	90.61	9.54	160.98	114.85	71.99	8.34	1	0	0	0	0	0	0	0	0.791805249	0.812945123	0.36200958	1.445786915	1.028102183	0.645717848	0.584351398
e_280013477040306431	7.84	7.84	409.591095	409.5923	0	0	0	258.526	0	55.0734	0	0	0	0	0	7.88	0	56.29	0	1.15	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0
e_8522783763372617925	11.62	11.62	968.7185059	968.7194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_13405197392141228756	12.46	12.46	675.7437744	675.7449	43.8515	0	47.4814	0	0	0	63.9999	0.000699757	44.22	0	48.03	6.67	0	0	64.37	7.74	0		1.08616				1.455676		0.01	1.0827771	0.01	0.01	0.01	1.459468889	1.60E-05
e_8785010513342333151	13.34	13.34	489.9510193	489.9522	0	62.4262	46.141	76.8525	39.6065	46.0362	64.2808	3.31E-13	0	62.48	46.14	6.99	39.56	46.1	64.26	7.8	0								100	100	100	100	100	100	100
e_13809149563299938116	14.23	14.23	437.6103516	437.6116	0	74.7948	0	128.082	0	0	0	0	0	75.58	0	8.7	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0	0	0
e_10103980068035890694	17.64	17.64	1018.012146	1018.013	0	0	0	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_3807156736788089936	22.11	22.11	847.9290161	847.93	0	59.1524	0	0	0	0	0	0	0	59.52	0	3.77	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
e_7389705165429696502	24.04	24.04	384.5801392	384.5814	49.6788	63.7272	0	207.376	0	0	0	0	49.66	64.6	0	10.54	0	40.61	0	0.83	1	0	0	0	0	0	0	0	1.282784608	0.01	4.174335934	0.01	0.01	0.01	0.01
e_3838781822606239866	25.93	25.93	1018.017395	1018.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_11260490535819793595	32.14	32.14	639.0527344	639.0538	0	0	108.077	0	72.315	68.4781	0	97.5965	0	0	108.98	10.06	72.94	68.7	0	1.63	1	0	0	0	0	0	0	0	0	100	0	100	100	0	100
e_12168048795702017370	38.17	38.17	395.5776062	395.5789	0	55.5802	0	335.503	0	0	0	0	37.07	53.98	0	13.71	26.19	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0	0	0
e_14382550841206798999	57.25	57.25	400.2512207	400.2524	0	0	0	204.999	0	0	0	0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
e_7365506140212983396	59.14	59.14	319.1862793	319.1876	0	0	72.1728	293.946	22.3334	0	0	55.6375	0	40.12	69.66	8.69	20.25	41.41	0	1.01	0	0	0	0	0	0	0	0	0	100	100	100	0	0	100
e_4183321597753051149	65.84	65.84	848.178894	848.1799	0	0	0	0	52.6565	0	0	0	0	0	0	0	52.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
e_14813537822224049914	68.24	68.24	679.0135498	679.0146	87.0381	77.0819	0	56.044	92.9697	65.0979	0	71.5519	87.04	77.66	0	6.92	92.83	65.35	0	1.5	1	0	0	0	0	0	0	0	0.885611014	0.01	0.643901923	1.068149466	0.747924185	0.01	0.82207562
e_12463494363701011375	70.15	70.15	639.0565186	639.0576	0	0	60.1452	50.3871	0	0	0	81.2694	0	0	60.24	7.58	0	0	0	0.21	0	0	0	0	0	0	0	0	0	100	100	0	0	0	100
e_18223760079974187340	72.55	72.55	968.7227173	968.7236	41.7332	54.8385	0	0	0	0	0	48.8123	41.73	55.14	0	3.6	0	0	0	0	1	0	0	0	0	0	0	0	1.314025764	0.01	0.01	0.01	0.01	0.01	1.169627539
e_8763702140596502393	77.68	77.68	779.9122314	779.9132	0	66.5082	0	0	71.3605	0	0	54.2503	35.61	64.24	0	4.12	71.71	0	0	0.02	0	1.803988			2.01376			0.6453243	100	0	0	100	0	0	100
e_2993267202425949134	81.46	81.46	775.1762695	775.1773	105.975	46.6941	0	0	86.3514	72.0873	0	73.5784	105.99	46.97	0	3.2	86.54	72.32	0	1.39	1	0	0	0	0	0	0	0	0.440614296	0.01	0.01	0.814828025	0.680229299	0.01	0.694299599
e_2007531095865526223	86.78	86.78	844.428894	844.4299	122.502	88.7577	50.1161	0	103.584	132.32	62.886	90.8004	122.53	88.73	50.68	7.25	104.04	132.46	63.01	7.84	0	0.7241492	0.413613	0.01	0.8490982	1.081041	0.5142414	0.2702195	0.724540824	0.409104341	0.01	0.845569868	1.08014563	0.513346721	0.741215654
e_17559586413213911015	87.62	87.62	1018.018372	1018.019	0	0	0	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_5256585578140702264	106.16	106.16	968.7178345	968.7187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_8076687669149409310	114.53	114.53	409.5957947	409.597	0	66.3496	32.1846	296.993	0	0	0	0	0	66.41	32.15	6.5	0	0	0	0	1	0	0	0	0	0	0	0	100	100	100	0	0	0	0
e_10608824827129315657	120.86	120.86	319.1861267	319.1874	0	93.9689	32.4814	304.545	0	66.2417	0	77.4965	0	94.05	32.43	6.66	0	67.7	0	1.61	1	0	0	0	0	0	0	0	100	100	100	0	100	0	100
e_17473957699545617143	124.1	124.1	386.2295532	386.2309	0	0	0	246.669	0	0	0	0	0	0	0	7.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
e_11829509757273071522	124.94	124.94	409.5931091	409.5944	0	0	0	284.743	0	0	0	0	0	0	0	1.43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0
e_13080066514697275859	136.99	136.99	679.0130615	679.0142	56.8345	66.9338	0	0	66.8292	97.6765	0	0	56.83	67.31	0	4.37	67.04	95.44	39.16	6.19	0	0	0	0	0	0	0	0	1.177696646	0.01	0.01	1.175856214	1.718612814	0.01	0.01
e_9492836525557694593	139.27	139.27	779.9096069	779.9106	0	0	0	0	49.6134	43.4068	0	0	0	0	0	0	49.72	43.54	0	0.82	0								0	0	0	100	100	0	0
e_17113152314780908537	140.11	140.11	381.558136	381.5594	35.9041	0	0	338.53	0	0	0	0	36.16	0	0	10.24	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.01	9.428728195	0.01	0.01	0.01	0.01
e_18213208093103175350	143.12	143.12	775.1773071	775.1783	48.9528	0	0	0	0	0	0	0	49.27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01	0.01
e_18431464055392183612	147.59	147.59	1018.018555	1018.019	0	0	0	0	0	0	0	0	39.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_8463686312492771748	154.12	154.12	844.4290771	844.4301	57.5264	82.6865	39.8842	0	48.2747	83.2085	0	65.0525	57.54	82.67	40.23	6.51	48.56	83.43	0	1.75	0	1.43674	0.6991658		0.8439347	1.449948		0.2274939	1.437366148	0.693319937	0.01	0.839174709	1.446440243	0.01	1.130828628
e_12584164755162041206	157.58	157.58	1018.013367	1018.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.68	6.31	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_16309646829009831527	163.96	163.96	440.7801208	440.7813	63.1383	75.1771	0	293.369	32.1963	131.823	0	0	63.11	76.34	0	13.94	34.32	88.19	0	1.79	0	1.209634		4.66598	0.5438124	1.397401			1.19067349	0.01	4.646450728	0.509932957	2.087845254	0.01	0.01
e_6532992882315777513	169.85	169.85	968.718811	968.7197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_15268136166000359569	172.78	172.78	492.2883911	492.2896	160.503	98.3023	0	257.733	114.9	123.721	61.3163	74.4999	160.49	99.52	0	14.63	114.71	123.9	61.27	7.73	0	0	0	0	0	0	0	0	0.612463941	0.01	1.605783069	0.71587447	0.770832944	0.382025881	0.464165156
e_4653329906206707354	174.7	174.7	386.2318726	386.2332	0	0	0	175.691	0	0	0	0	0	0	0	5.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
e_10977578398884074257	184.54	184.54	409.592865	409.5941	0	0	0	217.249	0	0	0	0	0	0	0	6.62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0
e_8679876630359223639	190.93	190.93	400.2483215	400.2495	0	0	0	243.97	0	62.0889	0	0	0	0	0	7.44	0	63.3	0	1.3	1	0	0	0	0	0	0	0	0	0	100	0	100	0	0
e_3903281157355747084	191.77	191.77	437.6110535	437.6123	61.3854	50.2124	48.6428	94.8874	46.0599	47.9806	0	0	61.4	50.21	48.63	7.15	46	48.13	0	0.99	1	0	0	0	0	0	0	0	0.817986036	0.792416438	1.545764954	0.750339657	0.781628856	0.01	0.01
e_17679355665353093426	195.8	195.8	440.7776794	440.7789	0	0	41.2377	352.58	0	74.3295	0	54.4169	0	0	41.25	6.95	0	76	0	1.71	0			100		100			0	100	100	0	100	0	100
e_1616201860866407465	200.44	200.44	409.5954895	409.5967	0	43.8982	0	240.538	0	0	0	0	0	44.78	0	10.16	0	0	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0	0	0
e_4932013812097361041	207.49	207.49	847.9337769	847.9348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_11769540159413447028	209.42	209.42	1018.020447	1018.021	0	0	0	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_15496951332544745513	223.45	223.45	381.558075	381.5594	0	0	0	210.237	0	0	0	0	0	0	0	6.41	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0
e_12031176364425122853	230.23	230.23	440.7799683	440.7812	0	50.3701	0	226.855	46.6445	64.7073	0	0	0	51.26	0	10.17	46.55	64.89	0	1.33	0			100					100	0	100	100	100	0	0
e_2103568500695684755	234.1	234.1	679.0106812	679.0118	0	0	0	0	0	0	0	0									1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_14595729160522130583	272.96	272.96	675.7462769	675.7474	0	0	0	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_17383897743114840609	276.55	276.55	844.4285889	844.4296	0	0	0	0	36.1957	0	0	0	0	0	0	0	36.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0
e_9984390903193392891	395.23	395.23	568.3795166	568.3807	0	0	0	0	0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e_12898742859231824438	453.55	453.55	539.7955933	539.7968	62.5014	37.7954	0	0	56.1165	0	0	0	62.51	37.26	34.66	5.88	56.43	0	0	0	1	0.5960646	0.5544713		0.9027356				0.604712854	0.01	0.01	0.897843888	0.01	0.01	0.01
e_8205955334035860429	489.34	489.34	319.1863708	319.1877	0	112.017	0	1245.38	0	62.0877	0	0	0	52.02	59.42	9.67	0	66.71	0	1.35	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_141947429399682757	492.16	492.16	398.7325745	398.7339	0	55.6684	0	745.532	0	47.4057	0	0	0	57.91	0	26.37	0	50.24	0	1.03	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_989468534689261715	496.42	496.42	405.7398987	405.7411	0	43.8059	0	674.654	0	0	0	0	0	45.79	0	23.42	6.62	0	0	0	1			100					100	0	100	0	0	0	0
e_17092972085223694265	498.28	498.28	478.2765503	478.2778	0	0	0	597.008	0	0	0	0	0	0	0	18.19	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
e_16790883963190848226	502.07	502.07	471.2677002	471.2689	0	0	0	476.001	0	61.9725	0	0	0	0	0	14.51	0	63.97	0	1.31	0	0	0	0	0	0	0	0	0	0	100	0	100	0	0
e_5564204421527278353	503.93	503.93	406.2362976	406.2375	0	53.8192	0	1272.75	0	68.4414	0	0	0	56.64	0	5.42	0	69.95	41.13	6.3	0								100	0	100	0	100	0	0
e_7728226499408957753	511.59	511.59	529.8067017	529.8079	0	77.9492	0	890.298	0	91.7583	0	0	0	80.69	0	32.23	0	95.35	0	1.95	1	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_17895416224855700527	512.47	512.47	549.2574463	549.2585	0	56.7687	0	520.206	0	131.478	0	0	0	58.44	0	19.56	0	134.05	0	2.74	1	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_7417696263242415636	514.24	514.24	557.8200684	557.8213	0	65.4529	0	1017.32	0	81.9049	0	0	0	68.44	0	35.32	0	85.87	0	1.76	1	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_4599858272191022624	517.36	517.36	492.291626	492.2928	0	81.4791	0	2118.5	0	97.8543	0	0	0	87.36	0	69.89	0	99.32	0	2.03	1	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_5368593795943122776	519.97	519.97	543.8250732	543.8262	78.1806	60.5606	17.0069	634.035	70.3672	142.442	0	84.5482	78.2	60.2	34.76	6.12	99.2	53.97	34.23	5.76	0	0.769821	0.4445013	0.6080563	1.268542	0.6901535	0.4377238	1.08977	0.774624395	0.217533506	8.109876363	0.900059606	1.821960947	0.01	1.081447316
e_16664217277290390214	520.85	520.85	637.3652954	637.3664	0	72.2472	0	971.233	0	88.0802	0	0	0	75.16	0	34.34	0	91.93	0	1.88	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_12183741708338867654	523.99	523.99	571.8369751	571.8381	0	55.9528	0	738.156	0	67.466	0	0	0	58.17	0	26.17	0	70.39	0	1.44	1	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_3871474776724050203	524.83	524.83	499.2999878	499.3012	60.2342	45.4805	0	971.631	0	103.088	0	0	60.14	48.21	0	32.8	0	107.03	0	2.18	0	0	0	0	0	0	0	0	0.755061078	0.01	16.13088578	0.01	1.711452962	0.01	0.01
e_5440630775240677200	532.33	532.33	644.3754272	644.3765	0	91.7199	0	755.52	0	77.3221	0	0	0	94.2	0	28.98	0	80.37	0	1.64	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_18088000715463774303	534.1	534.1	381.8912354	381.8925	0	0	0	588.251	0	67.9777	0	0	0	0	0	17.93	0	70.4	0	1.44	1	0	0	0	0	0	0	0	0	0	100	0	100	0	0
e_2794913627795462097	538.08	538.08	630.3766479	630.3777	0	0	0	992.509	0	0	0	0	0	0	0	30.25	0	0	41.1	6.19	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0
e_15009588286933765407	538.96	538.96	616.3601074	616.3612	0	68.1679	0	787.84	0	52.3105	0	0	0	70.59	0	28.47	0	55.32	0	1.13	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_11555273762549609228	540.73	540.73	623.3660278	623.3671	0	62.461	0	1327.76	0	62.1414	0	0	0	66.22	0	44.62	0	67.05	0	1.37	1	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_15859114446936534998	544.68	544.68	607.3567505	607.3579	145.66	265.707	8.0916	1328.1	77.194	255.183	0	72.2293	147.28	108.24	55.91	7.81	133.59	172.17	0	3.72	0	0.7349266	0.3796171	0.5165671	0.9070478	1.168998	0.01	0.4580391	1.824159	0.055551284	9.117808595	0.529960181	1.751908554	0.01	0.495876013
e_12631577315165692050	545.56	545.56	665.3964233	665.3975	0	47.8408	0	1292.51	0	54.2094	0	0	0	51.42	0	42.53	0	55.51	0	1.14	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_4054641322159557063	547.33	547.33	550.8325195	550.8337	96.8982	193.646	0	1712.64	52.3886	290.239	0	0	97.67	118.39	48.21	7.34	65.64	125.27	0	2.55	0	0	0	0	0	0	0	0	1.998447856	0.01	17.67463173	0.54065607	2.995298158	0.01	0.01
e_6541500378620022136	550.46	550.46	585.8521729	585.8533	0	59.4106	0	1989.98	0	85.0168	0	0	0	64.83	0	64.58	0	87.33	0	1.79	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_4914714748296808909	551.3	551.3	686.8984985	686.8996	87.1896	54.3654	0	1442.84	0	101.972	0	0	49.99	61.09	0	47.93	0	107.51	0	2.2	1	0	0	0	0	0	0	0	0.623530788	0.01	16.54830393	0.01	1.169543157	0.01	0.01
e_17073636338503471544	553.07	553.07	471.288269	471.2895	49.8952	185.978	0	1706.02	95.515	188.977	0	0	50.56	118	0	13.39	14.08	46.89	0	0.96	1	0	0	0	0	0	0	0	3.727372573	0.01	34.19206657	1.914312399	3.787478555	0.01	0.01
e_458729253211031140	553.95	553.95	527.8116455	527.8127	0	79.8242	0	2292.52	49.6735	237.166	0	2379.45	0	86.15	0	75.16	0	241.61	0	11.88	1	0	0	0	0	0	0	0	100	0	100	100	100	0	100
e_1280730833771905034	557.88	557.88	513.3165894	513.3177	0	88.1415	27.6357	1721.81	0	213.102	0	0	0	88.22	27.41	8.91	0	219.03	0	4.48	0	0	0	0	0	0	0	0	100	100	100	0	100	0	0
e_6216437703885300045	558.76	558.76	613.8659058	613.867	0	124.833	0	2653.54	0	119.181	0	0	0	126.47	41.01	6.89	84.65	119.93	0	2.45	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_2334072768687493713	559.65	559.65	534.8180542	534.8193	0	285.568	0	3613.9	0	274.926	0	0	0	184.68	84.54	9.56	122.76	275.65	0	5.64	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_1656588769576259117	564.53	564.53	716.9265747	716.9276	0	82.0338	1.82048	1325.93	0	150.319	48.2973	0	40.88	79.02	1.72	6.62	0	155.53	48.04	6.91	0	1.932974		32.56238		3.80455	1.175147		100	100	100	0	100	100	0
e_5320055474151047823	565.39	565.39	620.8731689	620.8743	0	141.39	12.1248	1961.91	0	121.851	0	0	0	141.51	12.04	8.66	0	124.17	0	2.54	0	0	0	0	0	0	0	0	100	100	100	0	100	0	0
e_13614765610331312650	567.17	567.17	496.962738	496.9639	0	52.5819	0	858.238	0	195.372	0	0	0	55.09	0	29.64	0	199.49	0	4.08	0	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_13734675085171278369	569.81	569.81	672.4053345	672.4064	0	106.916	0	3640.01	0	230.63	0	0	0	116.82	0	117.97	0	233.01	0	4.77	1	0	0	0	0	0	0	0	100	0	100	0	100	0	0
e_10931046086287733454	570.4	570.4	599.8678589	599.8691	107.212	262.728	148.199	4755.95	216.994	408.597	89.0729	311.143	108.52	135.5	58.81	8.17	207.61	90.81	95.44	9.57	0	1.248618	0.5419278	1.184574	1.913104	0.8368043	0.8794693	2.889329	2.450546581	1.382298623	44.36023953	2.023971197	3.811112562	0.830810917	2.902128493
e_7428246523834151013	571.07	571.07	592.8601074	592.8613	98.815	657.006	0	5716.39	301.465	509.431	0	181.721	103.19	225.59	190.73	13.91	243.47	138.37	0	3.36	1	0	0	0	0	0	0	0	6.648848859	0.01	57.84941557	3.050802004	5.155401508	0.01	1.839002176
e_10714836073704350488	571.73	571.73	621.37146	621.3726	210.856	583.781	0	4803.89	190.118	533.067	95.781	124.173	214.76	198.83	35.83	6.94	169.34	216.45	102.09	9.99	0	0.9258242	0.1668374	0.3996555	0.7885081	1.007869	0.4753678	0.5829298	2.768624085	0.01	22.78279964	0.901648518	2.528109231	0.454248397	0.588899533
e_8536110879429863222	575.27	575.27	627.8815918	627.8827	93.7833	201.983	0	5237.77	90.0612	451.336	0	0	94.91	92.48	4.21	12.55	0	136.07	0	2.78	0	0	0	0	0	0	0	0	2.153720332	0.01	55.84970885	0.960311697	4.812541252	0.01	0.01
e_621818609827402583	575.83	575.83	709.4262085	709.4272	0	144.379	0	1845.23	38.9859	324.606	0	0	0	144.95	0	9.18	38.9	325.3	0	6.66	0	0	0	0	0	0	0	0	100	0	100	100	100	0	0
e_2121666229087062971	577.49	577.49	636.8858032	636.8869	195.166	500.27	0	2954.86	230.803	674.977	46.8469	98.7683	198.31	186.97	0	12.96	104.27	133.61	57.71	7.53	0	0.9428168	0.01	14.93808	0.525793	0.6737431	0.291009	0.5020422	2.563305084	0.01	15.14023959	1.182598403	3.458476374	0.240036174	0.506073291
e_6791340694510735851	578.32	578.32	541.8267822	541.8279	276.42	664.129	205.123	3802.66	308.168	844.017	174.41	118.531	280.48	268.75	124.27	11.67	277.11	219.41	186.92	13.38	1	0	0	0	0	0	0	0	2.40260835	0.742070038	13.75681933	1.114854207	3.053386152	0.630960133	0.428807612
e_3999540449765706619	582.67	582.67	751.947998	751.949	84.7829	390.291	86.7195	2007.08	52.9028	403.382	0	71.7491	88.13	60.99	0	17.05	0	62.06	0	1.48	1	0	0	0	0	0	0	0	4.603416491	1.02284187	23.67316994	0.6239796	4.757822627	0.01	0.846268528
e_13524851181330544410	583.55	583.55	767.9589844	767.96	241.526	368.791	132.114	1431.94	479.512	688.392	164.717	238.217	243.06	222.47	88.29	9.96	450.96	352.86	171.36	12.94	0	0.9152884	0.3632436	0.4427302	1.855344	1.45174	0.7050111	0.9879865	1.526920497	0.546997011	5.928719889	1.985343193	2.850177621	0.681984548	0.986299612
e_5291213521149263558	584.44	584.44	744.9434814	744.9445	167.706	414.623	121.778	2288.69	129.847	549.763	96.255	101.821	170.15	176.5	121.53	11.25	155.59	146.55	104.33	10.02	0	1.03732	0.7142522	0.5323538	0.9144285	0.8612989	0.6131649	0.6034088	2.472320609	0.726139792	13.64703708	0.774253754	3.278135547	0.573950843	0.607139876
e_15790246893326536037	587.41	587.41	613.8850708	613.8862	1739.05	2076.94	946.8	5042.09	1699.37	2320.76	1052.71	1129.04	1741.18	1904.18	842.44	30.5	1752.02	1898.19	1060.59	32.08	0	1.093615	0.4838328	0.5754201	1.006226	1.090174	0.6091214	0.6538037	1.194295736	0.54443518	2.899335844	0.977182945	1.334498721	0.605336247	0.649228027
e_15790246893326536037	587.41	587.41	613.8850708	613.8862	1739.05	2076.94	946.8	5042.09	1699.37	2320.76	1052.71	1129.04	1741.18	1904.18	842.44	30.5	1752.02	1898.19	1060.59	32.08	0	1.093615	0.4838328	0.5754201	1.006226	1.090174	0.6091214	0.6538037	1.194295736	0.54443518	2.899335844	0.977182945	1.334498721	0.605336247	0.649228027
e_15790246893326536037	587.41	587.41	613.8850708	613.8862	1739.05	2076.94	946.8	5042.09	1699.37	2320.76	1052.71	1129.04	1741.18	1904.18	842.44	30.5	1752.02	1898.19	1060.59	32.08	1	1.093615	0.4838328	0.5754201	1.006226	1.090174	0.6091214	0.6538037	1.194295736	0.54443518	2.899335844	0.977182945	1.334498721	0.605336247	0.649228027
e_16519916422747359672	588.02	588.02	716.4329224	716.434	843.367	716.569	217.362	3246.71	852.581	1473.73	294.928	486.164	845.83	490.98	319.43	18.4	795.9	769.53	308.85	17.44	0	0.5804713	0.3776527	0.4057789	0.9409692	0.9097928	0.3651443	0.5793836	0.849652642	0.257731213	3.849700071	1.010925256	1.74743617	0.349703036	0.576456039
e_7797777979733714543	588.55	588.55	723.43573	723.4368	585.853	979.771	179.246	3700.86	328.735	1325.8	267.778	468.013	589.22	660.01	301.14	18.18	500.02	708.32	279.98	16.62	1	0	0	0	0	0	0	0	1.672383687	0.305957296	6.317045402	0.561121988	2.263025025	0.457073703	0.798857393
e_195536734204775833	591.46	591.46	770.8966675	770.8978	28272.2	58613.9	52221.9	0	42809.5	48521.3	14507.5	28626.1	28302.34	56237.32	49136.99	221.69	40391.14	45857.64	14548.36	120.54	0	1.98702	1.736146	0.01	1.427131	1.620277	0.5140339	0.9876106	2.073199114	1.847111297	0.01	1.514190618	1.716219466	0.513136579	1.012517597
e_5801331893663454673	591.96	591.96	693.428894	693.43	2257.86	2542.71	1123.46	5696.13	2471.01	2651.54	1433.96	1367.47	2261.83	2198.84	1066.17	34.11	2443.08	2331.2	1439.66	37.31	1	0	0	0	0	0	0	0	1.126159284	0.497577352	2.522800351	1.09440355	1.174359792	0.63509695	0.605648712
e_6072999054699754601	592.59	592.59	730.4384766	730.4395	550.998	1008.01	409.14	2140.71	672.215	1129.4	414.905	500.064	553.75	748	381.95	20.17	652.12	698.79	423.36	20.24	0	0	0	0	0	0	0	0	1.829425878	0.74254353	3.885150218	1.219995354	2.049735208	0.753006363	0.907560463
e_8815722058709624634	593.3	593.3	700.9151001	700.9161	3163.93	2983.48	1310.7	4892.27	3395.95	3917.43	1815.24	2175.31	3167.23	2725.33	1298.54	37.79	3358.63	3430.65	1823.92	42.12	0	0	0	0	0	0	0	0	0.942966501	0.414263274	1.546263666	1.073332849	1.238153183	0.573729507	0.687534174
e_10220362020855004345	596.49	596.49	414.2516785	414.253	11046.5	10553.5	5260.3	8145.14	9852.7	11929.8	5628.97	6075.2	11051.84	10257.04	5066.64	74.26	9994.77	10987.98	5644.32	74.12	0	0.9280844	0.4584431	0.507673	0.9043534	0.9942218	0.5107132	0.5526817	0.955370479	0.47619608	0.737350292	0.89192957	1.079961979	0.509570452	0.549966053
e_10220362020855004345	596.49	596.49	414.2516785	414.253	11046.5	10553.5	5260.3	8145.14	9852.7	11929.8	5628.97	6075.2	11051.84	10257.04	5066.64	74.26	9994.77	10987.98	5644.32	74.12	0	0.9280844	0.4584431	0.507673	0.9043534	0.9942218	0.5107132	0.5526817	0.955370479	0.47619608	0.737350292	0.89192957	1.079961979	0.509570452	0.549966053
e_15906085825503448308	597.53	597.53	534.340332	534.3414	1982.26	2956.47	1394.2	5321.74	2271.49	2702.45	1217.49	1166.09	1989.71	2262.7	1090.11	34.37	2236.62	2266.97	1225.5	34.5	1	0	0	0	0	0	0	0	1.491464288	0.703338614	2.684683139	1.145909215	1.363317627	0.614192891	0.588262892
e_17104357203668145700	600.26	600.26	433.5871582	433.5884	61747.8	53590.9	32237.7	38882	56294.2	62618.8	31974.6	28519.7	60538.94	53758.04	28399.99	175.05	56684.68	61055.59	31986.23	176.34	0	0.8879911	0.4691194	0.4945604	0.9363342	1.008534	0.5283579	0.4726151	0.867899747	0.522086617	0.629690451	0.911679444	1.014105766	0.517825736	0.461873945
e_17104357203668145700	600.26	600.26	433.5871582	433.5884	61747.8	53590.9	32237.7	38882	56294.2	62618.8	31974.6	28519.7	60538.94	53758.04	28399.99	175.05	56684.68	61055.59	31986.23	176.34	1	0.8879911	0.4691194	0.4945604	0.9363342	1.008534	0.5283579	0.4726151	0.867899747	0.522086617	0.629690451	0.911679444	1.014105766	0.517825736	0.461873945
e_17104357203668145700	600.26	600.26	433.5871582	433.5884	61747.8	53590.9	32237.7	38882	56294.2	62618.8	31974.6	28519.7	60538.94	53758.04	28399.99	175.05	56684.68	61055.59	31986.23	176.34	0	0.8879911	0.4691194	0.4945604	0.9363342	1.008534	0.5283579	0.4726151	0.867899747	0.522086617	0.629690451	0.911679444	1.014105766	0.517825736	0.461873945
